"","VIN..1.10.","County","City","State","Postal.Code","Model.Year","Make","Model","Electric.Vehicle.Type","Clean.Alternative.Fuel.Vehicle..CAFV..Eligibility","Electric.Range","Base.MSRP","Legislative.District","DOL.Vehicle.ID","Vehicle.Location","Electric.Utility","X2020.Census.Tract"
"919","WMZYU7C54K","King","Seattle","WA",98116,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,34,267439098,"POINT (-122.395519 47.572137)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033009701
"920","5YJRE11B38","King","Seattle","WA",98119,2008,"TESLA","ROADSTER","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",220,98950,36,5212434,"POINT (-122.3684 47.64586)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033006900
"921","KNDJX3AE3G","Pierce","Tacoma","WA",98406,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,27,140345614,"POINT (-122.498503 47.262687)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053060906
"922","YV4BR0PL1J","King","Sammamish","WA",98075,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,41,474648849,"POINT (-122.0181135 47.5880568)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032218
"923","5YJSA1H22E","King","Federal Way","WA",98023,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,30,114004236,"POINT (-122.3581348 47.3097552)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033030305
"924","5YJSA1DG7D","Pierce","Buckley","WA",98321,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,31,239741813,"POINT (-122.0571167 47.1598819)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53053070309
"925","YV4BR0PL9J","King","Tukwila","WA",98168,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,11,235432165,"POINT (-122.297205 47.486649)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033027300
"926","KNDJP3AE3G","Kitsap","Port Orchard","WA",98367,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,26,250469579,"POINT (-122.6530052 47.4739066)","PUGET SOUND ENERGY INC",53035092101
"927","5YJSA1DP0D","King","Renton","WA",98059,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,11,181743572,"POINT (-122.134502 47.492627)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025103
"928","2C4RC1N74K","King","Bellevue","WA",98006,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,41,334846830,"POINT (-122.144149 47.560742)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024901
"929","5YJSA1H19E","Clark","Vancouver","WA",98660,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,49,124147901,"POINT (-122.67156 45.63248)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011042100
"930","5YJSA1DP5D","King","Seattle","WA",98118,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,37,267157089,"POINT (-122.2668 47.55115)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033011101
"931","5YJSA1DP3D","Clark","Washougal","WA",98671,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,18,209769528,"POINT (-122.317523 45.595997)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040510
"932","2C4RC1N71K","Kitsap","Poulsbo","WA",98370,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,23,101361697,"POINT (-122.6368884 47.7469547)","PUGET SOUND ENERGY INC",53035090202
"933","5YJSA1CN6C","King","Bellevue","WA",98006,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,41,141093151,"POINT (-122.144149 47.560742)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024902
"934","WBAJB1C50K","Clark","Vancouver","WA",98683,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",15,55700,17,477128893,"POINT (-122.515805 45.604689)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011041310
"935","WBAJB1C5XK","King","Seattle","WA",98115,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",15,55700,46,239640649,"POINT (-122.3008235 47.6862671)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033004201
"936","5YJSA1H10E","King","Federal Way","WA",98023,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,30,100860658,"POINT (-122.3581348 47.3097552)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033030310
"937","YV4BR0PM4J","King","Mercer Island","WA",98040,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,41,172855630,"POINT (-122.2283088 47.5737238)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024602
"938","5YJSA1CNXD","King","Yarrow Point","WA",98004,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,168704784,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024100
"939","KNDJP3AE2G","King","Seattle","WA",98103,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,43,192513303,"POINT (-122.3499053 47.673887)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033003500
"940","5YJSA1CG3D","King","Sammamish","WA",98075,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,127480804,"POINT (-122.0181135 47.5880568)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032218
"941","YV4BR0DLXJ","King","Seattle","WA",98121,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,36,236413012,"POINT (-122.345422 47.6162381)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033008003
"942","WBA8E1C38H","King","Renton","WA",98057,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,11,324047503,"POINT (-122.2171169 47.4762968)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033026003
"943","5YJSA1DP7D","King","Bellevue","WA",98006,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,137100358,"POINT (-122.144149 47.560742)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024800
"944","5YJSA1DN4C","King","Seattle","WA",98122,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,37,210143419,"POINT (-122.3128637 47.6104992)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033007800
"945","JF2GTDNC8K","King","Seattle","WA",98103,2019,"SUBARU","CROSSTREK","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,34995,43,476950953,"POINT (-122.3499053 47.673887)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033003500
"946","WBAJB1C53J","King","Sammamish","WA",98075,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,41,112469626,"POINT (-122.0181135 47.5880568)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032213
"947","KNDJX3AE3H","King","Seattle","WA",98199,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,36,235369095,"POINT (-122.394937 47.649547)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033005803
"948","LYVBR0DMXK","King","Sammamish","WA",98075,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,41,125299464,"POINT (-122.0181135 47.5880568)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032213
"949","KNDJP3AE0G","King","Redmond","WA",98052,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,48,152517809,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022802
"950","KNDJX3AE3G","King","Seattle","WA",98106,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,34,146917879,"POINT (-122.3570816 47.5337116)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033009900
"951","WMZYU7C40J","King","Seattle","WA",98118,2018,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36800,37,100942929,"POINT (-122.2668 47.55115)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033010200
"952","LYVBR0DK6K","King","Seattle","WA",98115,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,43,476369736,"POINT (-122.3008235 47.6862671)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033004301
"953","WBAJB1C51J","King","Maple Valley","WA",98038,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,5,335689308,"POINT (-122.0310296 47.3861675)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032008
"954","2C4RC1N78K","King","Mercer Island","WA",98040,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,41,249279432,"POINT (-122.2283088 47.5737238)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024500
"955","5YJSA1S11E","King","Renton","WA",98056,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,192455266,"POINT (-122.1819876 47.5098889)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024703
"956","5YJSA1CN6D","King","Sammamish","WA",98074,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,144764672,"POINT (-122.0430602 47.6259676)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032316
"957","WBA8E1C56J","King","Maple Valley","WA",98038,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,5,183265666,"POINT (-122.0310296 47.3861675)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032010
"958","WBAJB1C59J","Skagit","Burlington","WA",98233,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,40,196420199,"POINT (-122.3346525 48.4770496)","PUGET SOUND ENERGY INC",53057950802
"959","5YJSA1H21E","Clark","Vancouver","WA",98662,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,17,189210381,"POINT (-122.579351 45.671668)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011041104
"960","5YJSA1H22E","King","Seattle","WA",98115,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,46,192831502,"POINT (-122.3008235 47.6862671)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033002100
"961","YV4BR0DM5J","King","Bellevue","WA",98006,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,41,291941758,"POINT (-122.144149 47.560742)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025008
"962","KNDJX3AE9H","King","Shoreline","WA",98155,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,32,237046323,"POINT (-122.301507 47.761784)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033020600
"963","5YJSA1H19E","King","Seattle","WA",98105,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,46,263542226,"POINT (-122.304212 47.664294)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033004101
"964","LYVBR0DL1J","King","Redmond","WA",98052,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,48,1014947,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022802
"965","YV4BR0DL4J","King","Bellevue","WA",98006,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,41,124761836,"POINT (-122.144149 47.560742)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024800
"966","WMZYU7C54K","Whatcom","Ferndale","WA",98248,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,42,280767259,"POINT (-122.6079697 48.8545942)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073010301
"967","5YJSA1DP5D","Kitsap","Bainbridge Island","WA",98110,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,23,260572798,"POINT (-122.5305071 47.6400595)","PUGET SOUND ENERGY INC",53035091002
"968","5YJSA1S10E","Kitsap","Port Orchard","WA",98366,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,26,263119055,"POINT (-122.63847 47.54103)","PUGET SOUND ENERGY INC",53035092701
"969","5YJSA1CN9D","King","Mercer Island","WA",98040,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,121118665,"POINT (-122.2283088 47.5737238)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024500
"970","5YJRE11B18","King","Seattle","WA",98115,2008,"TESLA","ROADSTER","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",220,98950,46,232827374,"POINT (-122.3008235 47.6862671)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033004000
"971","5YJSA1H24E","King","Bothell","WA",98011,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,1,213897638,"POINT (-122.201408 47.754528)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033021803
"972","WMZYU7C58K","King","Seattle","WA",98116,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,34,125677128,"POINT (-122.395519 47.572137)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033009701
"973","5YJSA1CG6D","King","Mercer Island","WA",98040,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,202149104,"POINT (-122.2283088 47.5737238)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024302
"974","5YJSA1H15E","King","Renton","WA",98059,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,11,149567932,"POINT (-122.134502 47.492627)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025602
"975","5YJSA1H12E","King","Federal Way","WA",98023,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,30,206955948,"POINT (-122.3581348 47.3097552)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033030305
"976","2C4RC1H77K","King","Seattle","WA",98116,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,34,347352036,"POINT (-122.395519 47.572137)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033010502
"977","5YJSA1DN1C","King","Seattle","WA",98125,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,46,215263296,"POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033000800
"978","5YJSA1DN6D","King","Mercer Island","WA",98040,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,161547242,"POINT (-122.2283088 47.5737238)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024500
"979","WMZYU7C50K","King","Seattle","WA",98107,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,36,209249316,"POINT (-122.38591 47.67597)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033004701
"980","KNDJX3AE6H","King","Bellevue","WA",98006,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,41,105225585,"POINT (-122.144149 47.560742)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023902
"981","2C4RC1N77K","King","Kenmore","WA",98028,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,46,211757255,"POINT (-122.2478069 47.75817)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033021701
"982","YV4BR0PM2J","King","Seattle","WA",98103,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,46,348630082,"POINT (-122.3499053 47.673887)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033002700
"983","YV4BR0DL7J","King","Kirkland","WA",98033,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,45,348397976,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022401
"984","LYVBR0DL7J","King","Seattle","WA",98105,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,43,3470260,"POINT (-122.304212 47.664294)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033005201
"985","5YJSA1DPXD","Clark","Washougal","WA",98671,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,18,208733731,"POINT (-122.317523 45.595997)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040512
"986","5YJSA1DN8D","Thurston","Lacey","WA",98503,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,22,144487962,"POINT (-122.80665 47.019564)","PUGET SOUND ENERGY INC",53067011625
"987","5YJSA1DP9D","King","Seattle","WA",98106,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,34,112663372,"POINT (-122.3570816 47.5337116)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033011300
"988","KNDJP3AE7H","Clark","Vancouver","WA",98665,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,49,186742846,"POINT (-122.6615789 45.6809862)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011041010
"989","WBAJA9C57K","Clark","Camas","WA",98607,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,53400,18,231110470,"POINT (-122.4220033 45.6092439)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040610
"990","WBA8E1C54J","King","Shoreline","WA",98133,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,32,120297740,"POINT (-122.342434 47.736655)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033020200
"991","YH4K14AA5C","Clark","Vancouver","WA",98661,2012,"FISKER","KARMA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",33,102000,49,140367027,"POINT (-122.6238365 45.6456491)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011041110
"992","5YJSA1H10E","King","Seattle","WA",98104,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,37,265076906,"POINT (-122.3276518 47.6018349)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033009200
